RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	7	0,1,49,36,7
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	0.0	
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,1,28,4,20
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,1,49,36,7,10,14,30,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,1,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,1,49,36,7,10,14,30
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,1,49,36,7,10,14,30,40,32
RQ	FAIL	0.0	
PR	NULL	33	0,1,28,4,34,6,8,33
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	34	0,1,28,4,34
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	35	0,1,49,36,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,1,49,36
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	37	0,1,28,37
RQ	FAIL	0.0	
PR	NULL	38	0,1,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,1,28,39
RQ	FAIL	0.0	
PR	NULL	40	0,1,49,36,7,10,14,30,40
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	41	0,1,28,41
RQ	FAIL	0.0	
PR	NULL	42	0,1,28,4,34,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,1,28,4,34,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,1,49,36,7,10,14,30,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,1,49,36,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,1,28,4,34,6,47
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	48	0,1,49,36,7,10,14,48
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	49	0,1,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	SUCC	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	7	0,1,49,36,7
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	15	0,15
RQ	FAIL	0.0	
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	20	0,1,28,4,20
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	22	0,22
RQ	SUCC	34.86815468381911	0,22
RS	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,1,49,36,7,10,14,30,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,1,28
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,1,49,36,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,1,49,36,7,10,14,30,40,32
RQ	FAIL	0.0	
PR	NULL	33	0,1,28,4,34,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,1,28,4,34
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	35	0,1,49,36,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,1,49,36
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	37	0,1,28,37
RQ	FAIL	0.0	
PR	NULL	38	0,1,28,38
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	39	0,1,28,39
RQ	FAIL	0.0	
PR	NULL	40	0,1,49,36,7,10,14,30,40
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	41	0,1,28,41
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	42	0,1,28,4,34,6,8,33,42
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	43	0,1,28,4,34,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,1,49,36,7,10,14,30,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,1,49,36,7,10,19,46
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	47	0,1,28,4,34,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,1,49,36,7,10,14,48
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	49	0,1,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	7	0,1,49,36,7
RQ	FAIL	0.0	
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	FAIL	0.0	
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	20	0,1,28,4,20
RQ	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	SUCC	34.86815468381911	0,22
RS	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,1,49,36,7,10,14,30,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,1,28
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,1,49,36,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,1,49,36,7,10,14,30,40,32
RQ	FAIL	0.0	
PR	NULL	33	0,1,28,4,34,6,8,33
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	34	0,1,28,4,34
RQ	FAIL	0.0	
PR	NULL	35	0,1,49,36,7,10,19,35
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	36	0,1,49,36
RQ	FAIL	0.0	
PR	NULL	37	0,1,28,37
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	38	0,1,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,1,28,39
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	40	0,1,49,36,7,10,14,30,40
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	41	0,1,28,41
RQ	FAIL	0.0	
PR	NULL	42	0,1,28,4,34,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,1,28,4,34,6,8,33,42,43
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,1,49,36,7,10,14,30,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,1,49,36,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,1,28,4,34,6,47
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	48	0,1,49,36,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,1,49
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	0.0	
PR	NULL	7	0,1,49,36,7
RQ	FAIL	0.0	
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	15	0,15
RQ	FAIL	0.0	
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	20	0,1,28,4,20
RQ	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,1,49,36,7,10,14,30,25
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,1,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,1,49,36,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,1,49,36,7,10,14,30,40,32
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	33	0,1,28,4,34,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,1,28,4,34
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	35	0,1,49,36,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,1,49,36
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	37	0,1,28,37
RQ	FAIL	0.0	
PR	NULL	38	0,1,28,38
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	39	0,1,28,39
RQ	FAIL	0.0	
PR	NULL	40	0,1,49,36,7,10,14,30,40
RQ	FAIL	0.0	
PR	NULL	41	0,1,28,41
RQ	FAIL	0.0	
PR	NULL	42	0,1,28,4,34,6,8,33,42
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	43	0,1,28,4,34,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,1,49,36,7,10,14,30,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,1,49,36,7,10,19,46
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	47	0,1,28,4,34,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,1,49,36,7,10,14,48
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	49	0,1,49
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	0.0	
PR	NULL	7	0,1,49,36,7
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	20	0,1,28,4,20
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,1,49,36,7,10,14,30,25
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,1,28
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,1,49,36,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,1,49,36,7,10,14,30,40,32
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	33	0,1,28,4,34,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,1,28,4,34
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	35	0,1,49,36,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,1,49,36
RQ	FAIL	0.0	
PR	NULL	37	0,1,28,37
RQ	FAIL	0.0	
PR	NULL	38	0,1,28,38
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	39	0,1,28,39
RQ	FAIL	0.0	
PR	NULL	40	0,1,49,36,7,10,14,30,40
RQ	FAIL	0.0	
PR	NULL	41	0,1,28,41
RQ	FAIL	0.0	
PR	NULL	42	0,1,28,4,34,6,8,33,42
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	43	0,1,28,4,34,6,8,33,42,43
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,1,49,36,7,10,14,30,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,1,49,36,7,10,19,46
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	47	0,1,28,4,34,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,1,49,36,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,1,49
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	7	0,1,49,36,7
RQ	FAIL	0.0	
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	15	0,15
RQ	FAIL	0.0	
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,1,28,4,20
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,1,49,36,7,10,14,30,25
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,1,28
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,1,49,36,7,10,14,30
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,1,49,36,7,10,14,30,40,32
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	33	0,1,28,4,34,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,1,28,4,34
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	35	0,1,49,36,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,1,49,36
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	37	0,1,28,37
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	38	0,1,28,38
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	39	0,1,28,39
RQ	FAIL	0.0	
PR	NULL	40	0,1,49,36,7,10,14,30,40
RQ	FAIL	0.0	
PR	NULL	41	0,1,28,41
RQ	FAIL	0.0	
PR	NULL	42	0,1,28,4,34,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,1,28,4,34,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,1,49,36,7,10,14,30,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,1,49,36,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,1,28,4,34,6,47
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	48	0,1,49,36,7,10,14,48
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	49	0,1,49
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,1,28,4
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,1,28,4,34,6
RQ	FAIL	0.0	
PR	NULL	7	0,1,49,36,7
RQ	FAIL	0.0	
PR	NULL	8	0,1,28,4,34,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,1,28,4,34,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,1,49,36,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,1,28,4,34,6,12
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	13	0,1,49,36,7,10,13
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	14	0,1,49,36,7,10,14
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	16	0,1,28,4,34,6,16
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,1,49,36,18
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	19	0,1,49,36,7,10,19
RQ	FAIL	30.809275800252024	0,1
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	20	0,1,28,4,20
RQ	FAIL	0.0	
PR	NULL	21	0,1,49,36,7,10,19,21
RQ	FAIL	30.809275800252024	0,1
RS	FAIL	0.0	
